"Gene.stable.ID","Gene.name"
"ENSMMUG00000064581","RNU6-230P"
"ENSMMUG00000017547","NFRKB"
"ENSMMUG00000012227","WDR26"
"ENSMMUG00000009308","HAL"
"ENSMMUG00000002370","ITGA6"
"ENSMMUG00000049343","NOTUM"
"ENSMMUG00000023363","AQP10"
"ENSMMUG00000004108","LINC02210-CRHR1"
"ENSMMUG00000004108","CRHR1"
"ENSMMUG00000027053","MIR194-1"
"ENSMMUG00000005007","SLC39A1"
"ENSMMUG00000005506","PARPBP"
"ENSMMUG00000057838","TRBV15"
"ENSMMUG00000022115","KLHL6"
"ENSMMUG00000022798","DARS2"
"ENSMMUG00000021041","ZFHX3"
"ENSMMUG00000009765","OPA1"
"ENSMMUG00000003942","TRPV4"
"ENSMMUG00000022900","PDGFC"
"ENSMMUG00000002310","ZNF577"
"ENSMMUG00000004932","MSX2"
"ENSMMUG00000050158","Metazoa_SRP"
"ENSMMUG00000058494","Metazoa_SRP"
"ENSMMUG00000034895","RNU6-387P"
"ENSMMUG00000060011","HAPLN2"
"ENSMMUG00000005682","HECA"
"ENSMMUG00000032726","SNORD73A"
"ENSMMUG00000027014","MIR186"
"ENSMMUG00000056040","MSMO1"
"ENSMMUG00000031218","CATIP"
"ENSMMUG00000021059","LRRC4B"
"ENSMMUG00000009046","PRELID1"
"ENSMMUG00000012654","B3GNT4"
"ENSMMUG00000041800","FAM160A1"
"ENSMMUG00000004435","TPCN1"
"ENSMMUG00000051474","MTNR1B"
"ENSMMUG00000056828","PGRMC2"
"ENSMMUG00000021676","SVOPL"
"ENSMMUG00000013955","TCAF2"
"ENSMMUG00000013955","TCAF2C"
"ENSMMUG00000059256","DCXR"
"ENSMMUG00000063850","Metazoa_SRP"
"ENSMMUG00000038708","SYPL2"
"ENSMMUG00000034621","SNORA36B"
"ENSMMUG00000018549","ZNF786"
"ENSMMUG00000041688","MARCHF1"
"ENSMMUG00000021230","SRRM4"
"ENSMMUG00000016920","SNX27"
"ENSMMUG00000027463","RNU1-82P"
"ENSMMUG00000021673","ZFP28"
"ENSMMUG00000013814","ST8SIA2"
"ENSMMUG00000020234","ZNF528"
"ENSMMUG00000031357","ARL8A"
"ENSMMUG00000001387","PAK1"
"ENSMMUG00000036375","RNU7-9P"
"ENSMMUG00000017927","PRKD2"
"ENSMMUG00000053951","Metazoa_SRP"
"ENSMMUG00000001105","P2RY12"
"ENSMMUG00000020650","SPPL3"
"ENSMMUG00000012410","IGSF9B"
"ENSMMUG00000064063","PRR7"
"ENSMMUG00000011644","MRPL58"
"ENSMMUG00000026905","MIR26A2"
"ENSMMUG00000055305","APOC4-APOC2"
"ENSMMUG00000055305","APOC2"
"ENSMMUG00000022487","CEACAM18"
"ENSMMUG00000055187","BCL3"
"ENSMMUG00000004572","ADAD1"
"ENSMMUG00000054201","RNU6-418P"
"ENSMMUG00000060496","TOMM40L"
"ENSMMUG00000019624","GLB1L"
"ENSMMUG00000035244","RNU6-684P"
"ENSMMUG00000002400","DEGS1"
"ENSMMUG00000007257","SV2A"
"ENSMMUG00000012102","SLC22A31"
"ENSMMUG00000018483","SCLY"
"ENSMMUG00000053256","RNU6-1247P"
"ENSMMUG00000047446","MRGPRF"
"ENSMMUG00000011115","TYR"
"ENSMMUG00000064234","ERCC3"
"ENSMMUG00000004977","TMEM184C"
"ENSMMUG00000057144","NGRN"
"ENSMMUG00000031542","IGSF8"
"ENSMMUG00000028541","MIR454"
"ENSMMUG00000052045","RN7SL405P"
"ENSMMUG00000011563","CAMK2A"
"ENSMMUG00000018486","ESPNL"
"ENSMMUG00000055235","NEMP2"
"ENSMMUG00000019814","SLC34A1"
"ENSMMUG00000000730","SPTA1"
"ENSMMUG00000003150","ZNF140"
"ENSMMUG00000012199","SP140"
"ENSMMUG00000019287","NSL1"
"ENSMMUG00000008404","TLE7"
"ENSMMUG00000013408","ZNF775"
"ENSMMUG00000030008","CLDN24"
"ENSMMUG00000014674","GORAB"
"ENSMMUG00000025655","RNU6-952P"
"ENSMMUG00000051171","PANX3"
"ENSMMUG00000059286","RN7SL134P"
"ENSMMUG00000030914","SIK2"
"ENSMMUG00000000343","SCN3B"
"ENSMMUG00000008990","RGS8"
"ENSMMUG00000021469","ZNF224"
"ENSMMUG00000061141","Y_RNA"
"ENSMMUG00000017930","STRN4"
"ENSMMUG00000013601","AP001273.2"
"ENSMMUG00000012089","MLPH"
"ENSMMUG00000022148","METTL1"
"ENSMMUG00000002266","MPO"
"ENSMMUG00000045575","ARL16"
"ENSMMUG00000006375","CCDC15"
"ENSMMUG00000036844","RNU7-155P"
"ENSMMUG00000004512","FCER1G"
"ENSMMUG00000019482","INTS3"
"ENSMMUG00000052541","CBY3"
"ENSMMUG00000009611","VIPR2"
"ENSMMUG00000043866","RNU7-3P"
"ENSMMUG00000007886","CASR"
"ENSMMUG00000061099","Metazoa_SRP"
"ENSMMUG00000016831","DGKI"
"ENSMMUG00000009418","RASA2"
"ENSMMUG00000024646","SNORA32"
"ENSMMUG00000052160","MEX3A"
"ENSMMUG00000004811","EPN1"
"ENSMMUG00000020680","AGTR1"
"ENSMMUG00000012938","SCAF1"
"ENSMMUG00000051066","WDR45B"
"ENSMMUG00000042757","GDPD1"
"ENSMMUG00000021578","ROBO4"
"ENSMMUG00000010119","AAMDC"
"ENSMMUG00000021613","CANT1"
"ENSMMUG00000005244","SPRTN"
"ENSMMUG00000003821","JRKL"
"ENSMMUG00000064111","IL18"
"ENSMMUG00000005735","BSND"
"ENSMMUG00000003927","PAQR9"
"ENSMMUG00000060185","OPN1SW"
"ENSMMUG00000014801","MTMR2"
"ENSMMUG00000007814","GPM6A"
"ENSMMUG00000022338","ZNF787"
"ENSMMUG00000016768","FTSJ3"
"ENSMMUG00000055831","HOXD13"
"ENSMMUG00000049534","IGHV1-24"
"ENSMMUG00000002369","LTO1"
"ENSMMUG00000022208","SCCPDH"
"ENSMMUG00000023107","NCOR2"
"ENSMMUG00000001841","SETD7"
"ENSMMUG00000013853","ANKRD13C"
"ENSMMUG00000003774","PIGX"
"ENSMMUG00000060591","RN7SL622P"
"ENSMMUG00000007624","DDX25"
"ENSMMUG00000065150","Metazoa_SRP"
"ENSMMUG00000018718","ANO4"
"ENSMMUG00000017714","ARHGEF37"
"ENSMMUG00000019257","TNP1"
"ENSMMUG00000017478","TESC"
"ENSMMUG00000000956","MON2"
"ENSMMUG00000003180","TBC1D30"
"ENSMMUG00000003180","AC078815.1"
"ENSMMUG00000060892","IGHV3-38"
"ENSMMUG00000008030","EPS8L3"
"ENSMMUG00000006868","S100A9"
"ENSMMUG00000037336","RNU7-95P"
"ENSMMUG00000000907","CFAP91"
"ENSMMUG00000000907","AC069444.2"
"ENSMMUG00000009817","CCNA2"
"ENSMMUG00000008515","SNX7"
"ENSMMUG00000014953","ARHGAP10"
"ENSMMUG00000020317","SLC7A11"
"ENSMMUG00000000801","TMEM183A"
"ENSMMUG00000058712","SMIM17"
"ENSMMUG00000059499","TNFSF18"
"ENSMMUG00000014727","NAPA"
"ENSMMUG00000025287","Y_RNA"
"ENSMMUG00000003707","ACVR1C"
"ENSMMUG00000051340","KITLG"
"ENSMMUG00000006326","PAOX"
"ENSMMUG00000006326","AL360181.3"
"ENSMMUG00000059773","METTL11B"
"ENSMMUG00000034830","Y_RNA"
"ENSMMUG00000035327","RNU6-1174P"
"ENSMMUG00000023032","IFT81"
"ENSMMUG00000031610","ARL1"
"ENSMMUG00000060353","PRSS38"
"ENSMMUG00000022403","LRRC32"
"ENSMMUG00000047033","ULBP3"
"ENSMMUG00000061606","Metazoa_SRP"
"ENSMMUG00000003216","ZMAT3"
"ENSMMUG00000049795","Y_RNA"
"ENSMMUG00000059776","ZNF497"
"ENSMMUG00000009129","FOXK2"
"ENSMMUG00000022406","ANKS1B"
"ENSMMUG00000057217","GEMIN7"
"ENSMMUG00000029174","BRF1"
"ENSMMUG00000064733","IGHV3-43"
"ENSMMUG00000006770","FMC1-LUC7L2"
"ENSMMUG00000036154","RNU6-1333P"
"ENSMMUG00000016941","GAL3ST2"
"ENSMMUG00000047009","LILRB4"
"ENSMMUG00000012848","XPR1"
"ENSMMUG00000009213","ZNF664"
"ENSMMUG00000003319","FREM3"
"ENSMMUG00000001306","ORAI1"
"ENSMMUG00000013333","DIRAS3"
"ENSMMUG00000009707","GABRG2"
"ENSMMUG00000025452","U4"
"ENSMMUG00000004490","IFI16"
"ENSMMUG00000021012","GPR155"
"ENSMMUG00000016349","SYT14"
"ENSMMUG00000010621","HAND1"
"ENSMMUG00000052036","IGHV1-69-2"
"ENSMMUG00000003911","GYS1"
"ENSMMUG00000004223","RNF10"
"ENSMMUG00000055959","MIR553"
"ENSMMUG00000025886","Y_RNA"
"ENSMMUG00000053754","CLDN25"
"ENSMMUG00000046969","FCRL3"
"ENSMMUG00000060946","Metazoa_SRP"
"ENSMMUG00000010917","SH2D2A"
"ENSMMUG00000023231","ANXA9"
"ENSMMUG00000019807","RGS14"
"ENSMMUG00000035746","RNU6-735P"
"ENSMMUG00000021875","MYNN"
"ENSMMUG00000020792","RAPGEF4"
"ENSMMUG00000047996","DUSP19"
"ENSMMUG00000022439","TAS2R4"
"ENSMMUG00000026951","MIR330"
"ENSMMUG00000050954","TACO1"
"ENSMMUG00000010380","ADCY10"
"ENSMMUG00000014607","BNIP1"
"ENSMMUG00000013203","ZNHIT6"
"ENSMMUG00000002519","STK11IP"
"ENSMMUG00000010871","CRYGB"
"ENSMMUG00000014983","ANPEP"
"ENSMMUG00000056692","OR2A14"
"ENSMMUG00000023750","MED13"
"ENSMMUG00000000824","ADAMTS18"
"ENSMMUG00000056843","RN7SL836P"
"ENSMMUG00000016381","PARP9"
"ENSMMUG00000032694","RNU6-874P"
"ENSMMUG00000017129","SLC41A2"
"ENSMMUG00000006262","ABL2"
"ENSMMUG00000017817","MAGI3"
"ENSMMUG00000008440","GMCL2"
"ENSMMUG00000002764","IGHA2"
"ENSMMUG00000002764","IGHA1"
"ENSMMUG00000022899","FAM124B"
"ENSMMUG00000012037","ITLN2"
"ENSMMUG00000021625","CFC1B"
"ENSMMUG00000021625","CFC1"
"ENSMMUG00000064340","Metazoa_SRP"
"ENSMMUG00000045030","RPRML"
"ENSMMUG00000015247","SDHD"
"ENSMMUG00000045421","TMED5"
"ENSMMUG00000058858","OR10G8"
"ENSMMUG00000059337","SMIM28"
"ENSMMUG00000042873","RN7SL300P"
"ENSMMUG00000036184","RNU7-197P"
"ENSMMUG00000004362","FCGR1B"
"ENSMMUG00000004362","FCGR1A"
"ENSMMUG00000015107","SSH1"
"ENSMMUG00000052248","TRBV5-1"
"ENSMMUG00000041006","FAM171A2"
"ENSMMUG00000035177","RNU4-87P"
"ENSMMUG00000012891","UTP20"
"ENSMMUG00000042100","Metazoa_SRP"
"ENSMMUG00000056729","RNU6-361P"
"ENSMMUG00000033319","AC024561.1"
"ENSMMUG00000061255","TRBV5-6"
"ENSMMUG00000007685","FARSB"
"ENSMMUG00000028264","RNU6-1017P"
"ENSMMUG00000007309","WIPI1"
"ENSMMUG00000020377","COL6A5"
"ENSMMUG00000019924","UBTF"
"ENSMMUG00000025856","AC093605.1"
"ENSMMUG00000017707","LRRC8B"
"ENSMMUG00000004179","LIMS2"
"ENSMMUG00000003273","BCAM"
"ENSMMUG00000001048","EAF2"
"ENSMMUG00000055381","Metazoa_SRP"
"ENSMMUG00000058406","CCDC200"
"ENSMMUG00000018741","MAP2"
"ENSMMUG00000006682","CHPF2"
"ENSMMUG00000008970","CASQ2"
"ENSMMUG00000031526","ZBTB38"
"ENSMMUG00000021763","ITGB4"
"ENSMMUG00000002953","MAGEF1"
"ENSMMUG00000004020","FUT1"
"ENSMMUG00000009459","CEP95"
"ENSMMUG00000014694","SLC26A9"
"ENSMMUG00000041327","CD79B"
"ENSMMUG00000011882","IQGAP1"
"ENSMMUG00000023504","HOXD8"
"ENSMMUG00000013562","IL22RA2"
"ENSMMUG00000062892","Metazoa_SRP"
"ENSMMUG00000019738","FUT2"
"ENSMMUG00000042510","F5"
"ENSMMUG00000038898","RN7SL76P"
"ENSMMUG00000028751","ZNF230"
"ENSMMUG00000062591","INSIG1"
"ENSMMUG00000060015","AXIN2"
"ENSMMUG00000017047","TBXT"
"ENSMMUG00000027722","RNU6-153P"
"ENSMMUG00000016077","IDH1"
"ENSMMUG00000016554","SELENOF"
"ENSMMUG00000019861","CIT"
"ENSMMUG00000047925","PRR29"
"ENSMMUG00000029504","GDPGP1"
"ENSMMUG00000029504","AC091167.7"
"ENSMMUG00000046646","Y_RNA"
"ENSMMUG00000039543","RN7SL148P"
"ENSMMUG00000052518","SIVA1"
"ENSMMUG00000015084","LAMC1"
"ENSMMUG00000061795","PNMA8C"
"ENSMMUG00000016040","RND3"
"ENSMMUG00000039047","MAD2L1"
"ENSMMUG00000057510","RD3"
"ENSMMUG00000027057","MIR34B"
"ENSMMUG00000034509","U3"
"ENSMMUG00000045048","INSYN2B"
"ENSMMUG00000054019","CHRM2"
"ENSMMUG00000010158","STXBP3"
"ENSMMUG00000028749","APOC1"
"ENSMMUG00000036503","SCARNA3"
"ENSMMUG00000017498","ZNF444"
"ENSMMUG00000003498","WHAMM"
"ENSMMUG00000010102","SH3PXD2B"
"ENSMMUG00000026793","RNU6-704P"
"ENSMMUG00000018566","JAK1"
"ENSMMUG00000033441","MIR190B"
"ENSMMUG00000021696","EBF1"
"ENSMMUG00000022171","YOD1"
"ENSMMUG00000036682","RNU7-169P"
"ENSMMUG00000032953","Y_RNA"
"ENSMMUG00000041594","PRSS56"
"ENSMMUG00000017838","PEA15"
"ENSMMUG00000056972","SSU72P8"
"ENSMMUG00000011486","SEC11A"
"ENSMMUG00000022066","UTP25"
"ENSMMUG00000020051","TRIM28"
"ENSMMUG00000021160","ADAMTS17"
"ENSMMUG00000013265","PPFIA1"
"ENSMMUG00000003546","NDC1"
"ENSMMUG00000015972","CYP2J2"
"ENSMMUG00000016584","MELTF"
"ENSMMUG00000064051","HIGD2A"
"ENSMMUG00000012362","KCNC2"
"ENSMMUG00000004592","GTF2H3"
"ENSMMUG00000015054","ARAP1"
"ENSMMUG00000039441","MAB21L2"
"ENSMMUG00000056475","Metazoa_SRP"
"ENSMMUG00000046155","TRPM8"
"ENSMMUG00000009546","AGAP3"
"ENSMMUG00000009047","MXD3"
"ENSMMUG00000042046","C11orf87"
"ENSMMUG00000015161","GINM1"
"ENSMMUG00000007861","SPATA32"
"ENSMMUG00000005348","LTV1"
"ENSMMUG00000005348","AL049844.3"
"ENSMMUG00000020049","PGM1"
"ENSMMUG00000008387","DPP4"
"ENSMMUG00000014791","TEAD2"
"ENSMMUG00000015540","BTBD11"
"ENSMMUG00000010997","CYFIP2"
"ENSMMUG00000013068","TMEM143"
"ENSMMUG00000063481","Metazoa_SRP"
"ENSMMUG00000037580","HSD17B2"
"ENSMMUG00000002145","JADE1"
"ENSMMUG00000042832","ZFP62"
"ENSMMUG00000059666","RNU6-1297P"
"ENSMMUG00000062289","RPS27AP5"
"ENSMMUG00000000791","CNPPD1"
"ENSMMUG00000018600","MYL4"
"ENSMMUG00000062124","Metazoa_SRP"
"ENSMMUG00000046386","RN7SL868P"
"ENSMMUG00000011332","ARHGAP35"
"ENSMMUG00000008048","FEZ1"
"ENSMMUG00000010509","CLTC"
"ENSMMUG00000040854","DARS1"
"ENSMMUG00000025000","RNU5E-9P"
"ENSMMUG00000041104","GLB1L2"
"ENSMMUG00000006557","AP2M1"
"ENSMMUG00000057531","MRPS11"
"ENSMMUG00000021932","ARHGAP27"
"ENSMMUG00000021291","TDG"
"ENSMMUG00000018944","AQP11"
"ENSMMUG00000021152","FAM117B"
"ENSMMUG00000055021","Metazoa_SRP"
"ENSMMUG00000011142","CAPN2"
"ENSMMUG00000041979","RN7SL222P"
"ENSMMUG00000015025","AIDA"
"ENSMMUG00000011860","SLC22A15"
"ENSMMUG00000052913","SGO2"
"ENSMMUG00000032599","HOXD9"
"ENSMMUG00000023084","IL12A"
"ENSMMUG00000003388","TKTL2"
"ENSMMUG00000061390","RPRM"
"ENSMMUG00000026963","MIR100"
"ENSMMUG00000018384","SMAD1"
"ENSMMUG00000064772","FEV"
"ENSMMUG00000008149","ILF2"
"ENSMMUG00000041919","NRF1"
"ENSMMUG00000063658","LRRN2"
"ENSMMUG00000017964","PECR"
"ENSMMUG00000052954","WNT6"
"ENSMMUG00000002653","HK3"
"ENSMMUG00000008091","RUNDC1"
"ENSMMUG00000012811","FASN"
"ENSMMUG00000060394","MGAT4C"
"ENSMMUG00000019550","CCNG1"
"ENSMMUG00000016004","ACP3"
"ENSMMUG00000014263","GPR137B"
"ENSMMUG00000044341","IGHV2-70D"
"ENSMMUG00000044341","IGHV2-70"
"ENSMMUG00000056521","Metazoa_SRP"
"ENSMMUG00000018313","SCAMP3"
"ENSMMUG00000022980","SHE"
"ENSMMUG00000008151","ATP1A1"
"ENSMMUG00000036455","RNU7-105P"
"ENSMMUG00000013044","SELP"
"ENSMMUG00000062353","C1orf21"
"ENSMMUG00000018126","TOMM40L"
"ENSMMUG00000029475","ZBTB2"
"ENSMMUG00000065296","Metazoa_SRP"
"ENSMMUG00000044949","RBM43"
"ENSMMUG00000023073","CCNJL"
"ENSMMUG00000040816","MRPL38"
"ENSMMUG00000006485","L1TD1"
"ENSMMUG00000014172","ACOX1"
"ENSMMUG00000017399","P4HA3"
"ENSMMUG00000010020","C1orf52"
"ENSMMUG00000001690","CNN3"
"ENSMMUG00000049099","RN7SL713P"
"ENSMMUG00000018123","PPP1R13B"
"ENSMMUG00000063769","RNVU1-29"
"ENSMMUG00000016890","SLC37A4"
"ENSMMUG00000033964","MIR1251"
"ENSMMUG00000001163","PDE1A"
"ENSMMUG00000012701","SH3RF1"
"ENSMMUG00000018737","THOC3"
"ENSMMUG00000023054","METTL5"
"ENSMMUG00000057995","RHOU"
"ENSMMUG00000022629","B4GALT3"
"ENSMMUG00000060218","XCL2"
"ENSMMUG00000060218","XCL1"
"ENSMMUG00000020772","CSRP1"
"ENSMMUG00000014723","KPTN"
"ENSMMUG00000012182","TRIM46"
"ENSMMUG00000012248","UBXN4"
"ENSMMUG00000013649","MYOC"
"ENSMMUG00000001564","TMEM231"
"ENSMMUG00000009626","PLCD4"
"ENSMMUG00000050215","Y_RNA"
"ENSMMUG00000029768","RAB40B"
"ENSMMUG00000011736","SFT2D1"
"ENSMMUG00000011819","CHSY1"
"ENSMMUG00000051376","RNU6-821P"
"ENSMMUG00000007905","VPS72"
"ENSMMUG00000012520","FBLL1"
"ENSMMUG00000017240","RSAD1"
"ENSMMUG00000021701","IL12B"
"ENSMMUG00000014285","ZNF772"
"ENSMMUG00000009816","EXOSC9"
"ENSMMUG00000013170","PI4KB"
"ENSMMUG00000000906","COX17"
"ENSMMUG00000003472","LBR"
"ENSMMUG00000041728","CCDC182"
"ENSMMUG00000037458","ERP29"
"ENSMMUG00000032019","IGHV3-13"
"ENSMMUG00000011733","VASH2"
"ENSMMUG00000012895","PYCR1"
"ENSMMUG00000000775","ZNF132"
"ENSMMUG00000037170","RNU7-123P"
"ENSMMUG00000060947","HOXD4"
"ENSMMUG00000017873","SLC27A5"
"ENSMMUG00000056381","FOXR1"
"ENSMMUG00000008416","RILPL1"
"ENSMMUG00000061136","Metazoa_SRP"
"ENSMMUG00000034676","RNU4-48P"
"ENSMMUG00000052533","S100A10"
"ENSMMUG00000031493","RILPL2"
"ENSMMUG00000019649","KCTD10"
"ENSMMUG00000039854","RNU6-609P"
"ENSMMUG00000023097","HMGCS2"
"ENSMMUG00000017100","SLC4A1"
"ENSMMUG00000026856","MIR183"
"ENSMMUG00000004749","PPARGC1B"
"ENSMMUG00000021917","LRRC7"
"ENSMMUG00000001185","TRA2B"
"ENSMMUG00000026482","RNU6-853P"
"ENSMMUG00000006743","RNF25"
"ENSMMUG00000005176","NXPH2"
"ENSMMUG00000057319","RNU6-1310P"
"ENSMMUG00000064126","AC069257.3"
"ENSMMUG00000007499","CLASP1"
"ENSMMUG00000065277","HEPACAM"
"ENSMMUG00000063467","Y_RNA"
"ENSMMUG00000058860","RN7SL134P"
"ENSMMUG00000014603","NGFR"
"ENSMMUG00000057817","RNU6-300P"
"ENSMMUG00000056038","PRMT6"
"ENSMMUG00000023235","SETDB1"
"ENSMMUG00000031833","BTNL9"
"ENSMMUG00000019488","FPGT-TNNI3K"
"ENSMMUG00000019488","TNNI3K"
"ENSMMUG00000007713","GLB1L3"
"ENSMMUG00000025949","RNU6-813P"
"ENSMMUG00000045394","RN7SL381P"
"ENSMMUG00000024245","SNORA1"
"ENSMMUG00000014310","ASNSD1"
"ENSMMUG00000014310","AC012488.2"
"ENSMMUG00000015246","TBC1D9"
"ENSMMUG00000060387","REG4"
"ENSMMUG00000057971","RNU6-928P"
"ENSMMUG00000018802","TMEM81"
"ENSMMUG00000013402","NAPSA"
"ENSMMUG00000053717","RASSF3"
"ENSMMUG00000012033","PAK2"
"ENSMMUG00000000715","PPP1R13L"
"ENSMMUG00000009277","C5AR2"
"ENSMMUG00000008476","SIAE"
"ENSMMUG00000016945","PLG"
"ENSMMUG00000056103","GADD45A"
"ENSMMUG00000037905","RNU6-1009P"
"ENSMMUG00000003915","RUVBL2"
"ENSMMUG00000022288","MARK1"
"ENSMMUG00000042630","RTP5"
"ENSMMUG00000010072","C1orf56"
"ENSMMUG00000064376","ASCL4"
"ENSMMUG00000057840","LRRC37A"
"ENSMMUG00000057840","LRRC37A2"
"ENSMMUG00000057840","LRRC37A3"
"ENSMMUG00000030906","TMPRSS5"
"ENSMMUG00000010134","ARHGEF5"
"ENSMMUG00000022202","BZW1"
"ENSMMUG00000004230","DACT2"
"ENSMMUG00000011340","VSIG8"
"ENSMMUG00000012009","ARHGAP31"
"ENSMMUG00000013681","PLEKHO1"
"ENSMMUG00000000224","REPS1"
"ENSMMUG00000007784","RAB3GAP2"
"ENSMMUG00000054133","LAX1"
"ENSMMUG00000037402","AC008705.1"
"ENSMMUG00000008075","IGSF11"
"ENSMMUG00000034684","RNU6-1055P"
"ENSMMUG00000000058","CDV3"
"ENSMMUG00000036463","RNU6-1313P"
"ENSMMUG00000005747","ASCL1"
"ENSMMUG00000031591","C12orf73"
"ENSMMUG00000017472","ALG8"
"ENSMMUG00000037754","RN7SL786P"
"ENSMMUG00000051126","RFX5"
"ENSMMUG00000015870","SLC37A3"
"ENSMMUG00000036746","AP002956.1"
"ENSMMUG00000054953","LRRC10"
"ENSMMUG00000054052","SIGLEC11"
"ENSMMUG00000033816","AC090679.1"
"ENSMMUG00000007806","LYPLAL1"
"ENSMMUG00000008511","SH2D1B"
"ENSMMUG00000059336","DUSP1"
"ENSMMUG00000018260","PODXL"
"ENSMMUG00000053807","GNG4"
"ENSMMUG00000035154","RNU6-1337P"
"ENSMMUG00000034749","RNU6-1006P"
"ENSMMUG00000015847","TLR2"
"ENSMMUG00000006679","ABCF2-H2BE1"
"ENSMMUG00000006679","ABCF2"
"ENSMMUG00000016762","DDX42"
"ENSMMUG00000038413","ERMN"
"ENSMMUG00000004673","SBK3"
"ENSMMUG00000003277","CPNE4"
"ENSMMUG00000002178","FAM71C"
"ENSMMUG00000056768","KCNJ2"
"ENSMMUG00000064325","Y_RNA"
"ENSMMUG00000022414","MFSD11"
"ENSMMUG00000021640","OPTC"
"ENSMMUG00000037887","RBMXL1"
"ENSMMUG00000047089","PIGM"
"ENSMMUG00000023810","MARS2"
"ENSMMUG00000050617","RAMACL"
"ENSMMUG00000009787","RCN3"
"ENSMMUG00000021755","PLSCR2"
"ENSMMUG00000002965","BRSK1"
"ENSMMUG00000017926","RESP18"
"ENSMMUG00000001386","NTRK3"
"ENSMMUG00000015532","ZSCAN5A"
"ENSMMUG00000060181","Y_RNA"
"ENSMMUG00000055324","HOXB7"
"ENSMMUG00000058456","CRCT1"
"ENSMMUG00000013283","CDHR2"
"ENSMMUG00000014687","SAMD14"
"ENSMMUG00000036268","AL135927.1"
"ENSMMUG00000012632","CLCN1"
"ENSMMUG00000019214","PPP1R12A"
"ENSMMUG00000020644","CHRDL2"
"ENSMMUG00000055835","NUCKS1"
"ENSMMUG00000018049","PPM1D"
"ENSMMUG00000018585","KLHDC8A"
"ENSMMUG00000023038","CALY"
"ENSMMUG00000011650","DYRK2"
"ENSMMUG00000009615","IMP4"
"ENSMMUG00000006371","KLK1"
"ENSMMUG00000000582","NOP58"
"ENSMMUG00000012696","ZNF300"
"ENSMMUG00000020115","HSBP1"
"ENSMMUG00000011171","TFB1M"
"ENSMMUG00000019286","ZNF543"
"ENSMMUG00000001124","INHBE"
"ENSMMUG00000018487","KLHL30"
"ENSMMUG00000054674","SOCS2"
"ENSMMUG00000009590","EIF4A3"
"ENSMMUG00000008922","CRP"
"ENSMMUG00000058808","FAM177B"
"ENSMMUG00000051175","TRIM49D1"
"ENSMMUG00000051175","TRIM49D2"
"ENSMMUG00000012842","SETD1B"
"ENSMMUG00000048262","RN7SL677P"
"ENSMMUG00000055645","Metazoa_SRP"
"ENSMMUG00000018051","FAT1"
"ENSMMUG00000006244","NUB1"
"ENSMMUG00000044068","TEX19"
"ENSMMUG00000001314","STK25"
"ENSMMUG00000003144","KCNJ1"
"ENSMMUG00000045167","SCARNA4"
"ENSMMUG00000056659","Y_RNA"
"ENSMMUG00000006735","NOC4L"
"ENSMMUG00000007256","SF3B4"
"ENSMMUG00000025839","U6"
"ENSMMUG00000016495","LEKR1"
"ENSMMUG00000006121","ZNF549"
"ENSMMUG00000018148","CDC42EP4"
"ENSMMUG00000007605","SLC1A7"
"ENSMMUG00000052102","Metazoa_SRP"
"ENSMMUG00000055597","Metazoa_SRP"
"ENSMMUG00000015464","PXMP2"
"ENSMMUG00000034271","RNU2-66P"
"ENSMMUG00000021785","SHMT2"
"ENSMMUG00000042756","RN7SL582P"
"ENSMMUG00000055992","OR8B2"
"ENSMMUG00000055992","OR8B3"
"ENSMMUG00000021078","ATP1B1"
"ENSMMUG00000046417","CBX2"
"ENSMMUG00000014775","TRHDE"
"ENSMMUG00000043369","PGAP1"
"ENSMMUG00000059624","TMEM101"
"ENSMMUG00000025754","Y_RNA"
"ENSMMUG00000024647","SNORD1C"
"ENSMMUG00000008218","ADAMTSL4"
"ENSMMUG00000026143","SNORA72"
"ENSMMUG00000060209","MMAB"
"ENSMMUG00000033069","SNORD70"
"ENSMMUG00000063375","ZNF534"
"ENSMMUG00000047242","OPCML"
"ENSMMUG00000022808","ARPC2"
"ENSMMUG00000019359","STRIP2"
"ENSMMUG00000013253","PTPN11"
"ENSMMUG00000009022","GDPD5"
"ENSMMUG00000052697","RN7SL525P"
"ENSMMUG00000003168","OR10K2"
"ENSMMUG00000024091","AC023271.1"
"ENSMMUG00000061502","NDUFA12"
"ENSMMUG00000019857","BFSP2"
"ENSMMUG00000010578","PLD4"
"ENSMMUG00000020175","MED25"
"ENSMMUG00000006268","JAML"
"ENSMMUG00000016301","PRPF3"
"ENSMMUG00000016093","ADAR"
"ENSMMUG00000056235","ZNF202"
"ENSMMUG00000000137","SNCB"
"ENSMMUG00000044169","RN7SL804P"
"ENSMMUG00000021119","TSN"
"ENSMMUG00000058085","CCDC195"
"ENSMMUG00000001946","ZDHHC23"
"ENSMMUG00000007283","HIBCH"
"ENSMMUG00000045799","MIR4444-1"
"ENSMMUG00000005634","RNASEL"
"ENSMMUG00000053955","ADPRH"
"ENSMMUG00000028098","SNORA70E"
"ENSMMUG00000062417","Metazoa_SRP"
"ENSMMUG00000017615","ZCCHC14"
"ENSMMUG00000025110","AC061992.1"
"ENSMMUG00000016096","LMNA"
"ENSMMUG00000021329","NAV3"
"ENSMMUG00000025681","RNU6-106P"
"ENSMMUG00000001259","ANHX"
"ENSMMUG00000001943","GRAMD1C"
