"SampleID","score","library name","title","organism","tissue","molecule","single or paired-end","instrument model","id","Pitt_id","BCG_dose_log10","dose","TimeafterBCG","total_Mtb_CFU","log_Mtb_CFU","grans_nx","log_grans_nx","protect_status","processed data file","raw file","raw file 2","moduleID","norm_score"
"A12V057_wk4Pre",6.70131014334639,"A12V057_wk4Pre","A12V057 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V057",4318,5.66,"low","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V057_wk4Pre_read1.fastq.gz","A12V057_wk4Pre_read2.fastq.gz","M6",-0.270439428214669
"A12V057_wkm4Pre",6.97174957156106,"A12V057_wkm4Pre","A12V057 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V057",4318,5.66,"low","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V057_wkm4Pre_read1.fastq.gz","A12V057_wkm4Pre_read2.fastq.gz","M6",0
"A12V058_d2Pre",6.67515191698978,"A12V058_d2Pre","A12V058 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V058",2718,6.84,"high","d2",2970,3.47,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","A12V058_d2Pre_read1.fastq.gz","A12V058_d2Pre_read2.fastq.gz","M6",-0.480160879010831
"A12V058_wk12Pre",6.9544174791401,"A12V058_wk12Pre","A12V058 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V058",2718,6.84,"high","wk12",2970,3.47,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","A12V058_wk12Pre_read1.fastq.gz","A12V058_wk12Pre_read2.fastq.gz","M6",-0.200895316860514
"A12V058_wk2Pre",6.12014125439055,"A12V058_wk2Pre","A12V058 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V058",2718,6.84,"high","wk2",2970,3.47,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","A12V058_wk2Pre_read1.fastq.gz","A12V058_wk2Pre_read2.fastq.gz","M6",-1.03517154161007
"A12V058_wk4Pre",6.3276619424499,"A12V058_wk4Pre","A12V058 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V058",2718,6.84,"high","wk4",2970,3.47,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","A12V058_wk4Pre_read1.fastq.gz","A12V058_wk4Pre_read2.fastq.gz","M6",-0.827650853550709
"A12V058_wkm4Pre",7.15531279600061,"A12V058_wkm4Pre","A12V058 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V058",2718,6.84,"high","pre",2970,3.47,"4",0.7,"not_protected","ivbcg_dosecohort_processed.txt","A12V058_wkm4Pre_read1.fastq.gz","A12V058_wkm4Pre_read2.fastq.gz","M6",0
"A12V062_d2Pre",7.21438482603981,"A12V062_d2Pre","A12V062 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V062",3418,4.59,"low","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V062_d2Pre_read1.fastq.gz","A12V062_d2Pre_read2.fastq.gz","M6",-0.104176444241921
"A12V062_wk12Pre",7.19083096037893,"A12V062_wk12Pre","A12V062 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V062",3418,4.59,"low","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V062_wk12Pre_read1.fastq.gz","A12V062_wk12Pre_read2.fastq.gz","M6",-0.127730309902803
"A12V062_wk2Pre",7.04146884592943,"A12V062_wk2Pre","A12V062 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V062",3418,4.59,"low","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V062_wk2Pre_read1.fastq.gz","A12V062_wk2Pre_read2.fastq.gz","M6",-0.277092424352309
"A12V062_wk4Pre",7.48508261233663,"A12V062_wk4Pre","A12V062 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V062",3418,4.59,"low","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V062_wk4Pre_read1.fastq.gz","A12V062_wk4Pre_read2.fastq.gz","M6",0.166521342054894
"A12V062_wkm4Pre",7.31856127028173,"A12V062_wkm4Pre","A12V062 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V062",3418,4.59,"low","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V062_wkm4Pre_read1.fastq.gz","A12V062_wkm4Pre_read2.fastq.gz","M6",0
"A12V066_d2Pre",7.61469403143384,"A12V066_d2Pre","A12V066 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V066",4918,6.39,"high","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V066_d2Pre_read1.fastq.gz","A12V066_d2Pre_read2.fastq.gz","M6",-0.325543457290636
"A12V066_wk12Pre",7.68508348545861,"A12V066_wk12Pre","A12V066 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V066",4918,6.39,"high","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V066_wk12Pre_read1.fastq.gz","A12V066_wk12Pre_read2.fastq.gz","M6",-0.255154003265866
"A12V066_wk2Pre",7.41349109417919,"A12V066_wk2Pre","A12V066 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V066",4918,6.39,"high","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V066_wk2Pre_read1.fastq.gz","A12V066_wk2Pre_read2.fastq.gz","M6",-0.526746394545283
"A12V066_wk4Pre",7.45903250544626,"A12V066_wk4Pre","A12V066 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V066",4918,6.39,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V066_wk4Pre_read1.fastq.gz","A12V066_wk4Pre_read2.fastq.gz","M6",-0.481204983278216
"A12V066_wkm4Pre",7.94023748872448,"A12V066_wkm4Pre","A12V066 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V066",4918,6.39,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V066_wkm4Pre_read1.fastq.gz","A12V066_wkm4Pre_read2.fastq.gz","M6",0
"A12V095_d2Pre",7.57319262122607,"A12V095_d2Pre","A12V095 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V095",3118,5.31,"low","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V095_d2Pre_read1.fastq.gz","A12V095_d2Pre_read2.fastq.gz","M6",0.036839923596915
"A12V095_wk12Pre",7.03588688110762,"A12V095_wk12Pre","A12V095 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V095",3118,5.31,"low","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V095_wk12Pre_read1.fastq.gz","A12V095_wk12Pre_read2.fastq.gz","M6",-0.500465816521532
"A12V095_wk2Pre",7.11384423982625,"A12V095_wk2Pre","A12V095 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V095",3118,5.31,"low","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V095_wk2Pre_read1.fastq.gz","A12V095_wk2Pre_read2.fastq.gz","M6",-0.422508457802912
"A12V095_wk4Pre",6.66349323166772,"A12V095_wk4Pre","A12V095 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V095",3118,5.31,"low","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V095_wk4Pre_read1.fastq.gz","A12V095_wk4Pre_read2.fastq.gz","M6",-0.872859465961433
"A12V095_wkm4Pre",7.53635269762916,"A12V095_wkm4Pre","A12V095 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V095",3118,5.31,"low","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A12V095_wkm4Pre_read1.fastq.gz","A12V095_wkm4Pre_read2.fastq.gz","M6",0
"A12V119_d2Pre",7.21932492046936,"A12V119_d2Pre","A12V119 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V119",4018,4.59,"low","d2",96612,4.99,"60",1.79,"not_protected","ivbcg_dosecohort_processed.txt","A12V119_d2Pre_read1.fastq.gz","A12V119_d2Pre_read2.fastq.gz","M6",-0.215396926478278
"A12V119_wk12Pre",7.50126520336722,"A12V119_wk12Pre","A12V119 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V119",4018,4.59,"low","wk12",96612,4.99,"60",1.79,"not_protected","ivbcg_dosecohort_processed.txt","A12V119_wk12Pre_read1.fastq.gz","A12V119_wk12Pre_read2.fastq.gz","M6",0.0665433564195794
"A12V119_wk2Pre",7.75947508687618,"A12V119_wk2Pre","A12V119 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V119",4018,4.59,"low","wk2",96612,4.99,"60",1.79,"not_protected","ivbcg_dosecohort_processed.txt","A12V119_wk2Pre_read1.fastq.gz","A12V119_wk2Pre_read2.fastq.gz","M6",0.324753239928538
"A12V119_wk4Pre",7.75096236902369,"A12V119_wk4Pre","A12V119 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V119",4018,4.59,"low","wk4",96612,4.99,"60",1.79,"not_protected","ivbcg_dosecohort_processed.txt","A12V119_wk4Pre_read1.fastq.gz","A12V119_wk4Pre_read2.fastq.gz","M6",0.316240522076057
"A12V119_wkm4Pre",7.43472184694764,"A12V119_wkm4Pre","A12V119 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V119",4018,4.59,"low","pre",96612,4.99,"60",1.79,"not_protected","ivbcg_dosecohort_processed.txt","A12V119_wkm4Pre_read1.fastq.gz","A12V119_wkm4Pre_read2.fastq.gz","M6",0
"A12V158_d2Pre",6.65012882923674,"A12V158_d2Pre","A12V158 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V158",2618,6.84,"high","d2",182028,5.26,"5",0.78,"not_protected","ivbcg_dosecohort_processed.txt","A12V158_d2Pre_read1.fastq.gz","A12V158_d2Pre_read2.fastq.gz","M6",-0.758466370561766
"A12V158_wk12Pre",7.71541458268352,"A12V158_wk12Pre","A12V158 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V158",2618,6.84,"high","wk12",182028,5.26,"5",0.78,"not_protected","ivbcg_dosecohort_processed.txt","A12V158_wk12Pre_read1.fastq.gz","A12V158_wk12Pre_read2.fastq.gz","M6",0.306819382885013
"A12V158_wk2Pre",6.55702943390686,"A12V158_wk2Pre","A12V158 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V158",2618,6.84,"high","wk2",182028,5.26,"5",0.78,"not_protected","ivbcg_dosecohort_processed.txt","A12V158_wk2Pre_read1.fastq.gz","A12V158_wk2Pre_read2.fastq.gz","M6",-0.85156576589165
"A12V158_wkm4Pre",7.40859519979851,"A12V158_wkm4Pre","A12V158 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A12V158",2618,6.84,"high","pre",182028,5.26,"5",0.78,"not_protected","ivbcg_dosecohort_processed.txt","A12V158_wkm4Pre_read1.fastq.gz","A12V158_wkm4Pre_read2.fastq.gz","M6",0
"A14V013_wk12Pre",6.81058812188505,"A14V013_wk12Pre","A14V013 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A14V013",3518,6.84,"high","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A14V013_wk12Pre_read1.fastq.gz","A14V013_wk12Pre_read2.fastq.gz","M6",-0.429584285941268
"A14V013_wk2Pre",6.90093094622695,"A14V013_wk2Pre","A14V013 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A14V013",3518,6.84,"high","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A14V013_wk2Pre_read1.fastq.gz","A14V013_wk2Pre_read2.fastq.gz","M6",-0.339241461599362
"A14V013_wk4Pre",6.37397059772568,"A14V013_wk4Pre","A14V013 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A14V013",3518,6.84,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A14V013_wk4Pre_read1.fastq.gz","A14V013_wk4Pre_read2.fastq.gz","M6",-0.86620181010063
"A14V013_wkm4Pre",7.24017240782631,"A14V013_wkm4Pre","A14V013 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A14V013",3518,6.84,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A14V013_wkm4Pre_read1.fastq.gz","A14V013_wkm4Pre_read2.fastq.gz","M6",0
"A9V105_d2Pre",7.04617751073787,"A9V105_d2Pre","A9V105 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A9V105",4718,6.84,"high","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A9V105_d2Pre_read1.fastq.gz","A9V105_d2Pre_read2.fastq.gz","M6",-0.20595064880975
"A9V105_wk12Pre",7.33652946353992,"A9V105_wk12Pre","A9V105 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A9V105",4718,6.84,"high","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A9V105_wk12Pre_read1.fastq.gz","A9V105_wk12Pre_read2.fastq.gz","M6",0.0844013039923039
"A9V105_wk2Pre",6.66906834772175,"A9V105_wk2Pre","A9V105 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A9V105",4718,6.84,"high","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A9V105_wk2Pre_read1.fastq.gz","A9V105_wk2Pre_read2.fastq.gz","M6",-0.583059811825862
"A9V105_wk4Pre",6.7902709271343,"A9V105_wk4Pre","A9V105 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A9V105",4718,6.84,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A9V105_wk4Pre_read1.fastq.gz","A9V105_wk4Pre_read2.fastq.gz","M6",-0.46185723241332
"A9V105_wkm4Pre",7.25212815954762,"A9V105_wkm4Pre","A9V105 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","A9V105",4718,6.84,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","A9V105_wkm4Pre_read1.fastq.gz","A9V105_wkm4Pre_read2.fastq.gz","M6",0
"DFA4_d2Pre",7.25214882249276,"DFA4_d2Pre","DFA4 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFA4",17819,5.63,"low","d2",169720,5.23,"8",0.95,"not_protected","ivbcg_dosecohort_processed.txt","DFA4_d2Pre_read1.fastq.gz","DFA4_d2Pre_read2.fastq.gz","M6",-0.892544224723806
"DFA4_wk12Pre",7.41490438954794,"DFA4_wk12Pre","DFA4 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFA4",17819,5.63,"low","wk12",169720,5.23,"8",0.95,"not_protected","ivbcg_dosecohort_processed.txt","DFA4_wk12Pre_read1.fastq.gz","DFA4_wk12Pre_read2.fastq.gz","M6",-0.729788657668626
"DFA4_wk2Pre",7.14186287427116,"DFA4_wk2Pre","DFA4 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFA4",17819,5.63,"low","wk2",169720,5.23,"8",0.95,"not_protected","ivbcg_dosecohort_processed.txt","DFA4_wk2Pre_read1.fastq.gz","DFA4_wk2Pre_read2.fastq.gz","M6",-1.00283017294541
"DFA4_wk4Pre",7.26500463219125,"DFA4_wk4Pre","DFA4 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFA4",17819,5.63,"low","wk4",169720,5.23,"8",0.95,"not_protected","ivbcg_dosecohort_processed.txt","DFA4_wk4Pre_read1.fastq.gz","DFA4_wk4Pre_read2.fastq.gz","M6",-0.879688415025318
"DFA4_wkm4Pre",8.14469304721657,"DFA4_wkm4Pre","DFA4 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFA4",17819,5.63,"low","pre",169720,5.23,"8",0.95,"not_protected","ivbcg_dosecohort_processed.txt","DFA4_wkm4Pre_read1.fastq.gz","DFA4_wkm4Pre_read2.fastq.gz","M6",0
"DFM3_d2Pre",7.43915088580481,"DFM3_d2Pre","DFM3 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFM3",5018,5.31,"low","d2",0,0,"5",0.78,"protected","ivbcg_dosecohort_processed.txt","DFM3_d2Pre_read1.fastq.gz","DFM3_d2Pre_read2.fastq.gz","M6",0.349848769091901
"DFM3_wk12Pre",6.88324619801675,"DFM3_wk12Pre","DFM3 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFM3",5018,5.31,"low","wk12",0,0,"5",0.78,"protected","ivbcg_dosecohort_processed.txt","DFM3_wk12Pre_read1.fastq.gz","DFM3_wk12Pre_read2.fastq.gz","M6",-0.206055918696162
"DFM3_wk2Pre",6.75089670684959,"DFM3_wk2Pre","DFM3 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFM3",5018,5.31,"low","wk2",0,0,"5",0.78,"protected","ivbcg_dosecohort_processed.txt","DFM3_wk2Pre_read1.fastq.gz","DFM3_wk2Pre_read2.fastq.gz","M6",-0.338405409863323
"DFM3_wk4Pre",7.36861414056277,"DFM3_wk4Pre","DFM3 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFM3",5018,5.31,"low","wk4",0,0,"5",0.78,"protected","ivbcg_dosecohort_processed.txt","DFM3_wk4Pre_read1.fastq.gz","DFM3_wk4Pre_read2.fastq.gz","M6",0.279312023849862
"DFM3_wkm4Pre",7.08930211671291,"DFM3_wkm4Pre","DFM3 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFM3",5018,5.31,"low","pre",0,0,"5",0.78,"protected","ivbcg_dosecohort_processed.txt","DFM3_wkm4Pre_read1.fastq.gz","DFM3_wkm4Pre_read2.fastq.gz","M6",0
"DFN5_d2Pre",7.16129669477593,"DFN5_d2Pre","DFN5 low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFN5",17919,5.14,"low","d2",20030,4.3,"11",1.08,"not_protected","ivbcg_dosecohort_processed.txt","DFN5_d2Pre_read1.fastq.gz","DFN5_d2Pre_read2.fastq.gz","M6",-0.180766174960306
"DFN5_wk12Pre",6.76435321623971,"DFN5_wk12Pre","DFN5 low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFN5",17919,5.14,"low","wk12",20030,4.3,"11",1.08,"not_protected","ivbcg_dosecohort_processed.txt","DFN5_wk12Pre_read1.fastq.gz","DFN5_wk12Pre_read2.fastq.gz","M6",-0.57770965349652
"DFN5_wk2Pre",6.83472845126028,"DFN5_wk2Pre","DFN5 low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFN5",17919,5.14,"low","wk2",20030,4.3,"11",1.08,"not_protected","ivbcg_dosecohort_processed.txt","DFN5_wk2Pre_read1.fastq.gz","DFN5_wk2Pre_read2.fastq.gz","M6",-0.507334418475949
"DFN5_wk4Pre",6.92310405938721,"DFN5_wk4Pre","DFN5 low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFN5",17919,5.14,"low","wk4",20030,4.3,"11",1.08,"not_protected","ivbcg_dosecohort_processed.txt","DFN5_wk4Pre_read1.fastq.gz","DFN5_wk4Pre_read2.fastq.gz","M6",-0.41895881034902
"DFN5_wkm4Pre",7.34206286973623,"DFN5_wkm4Pre","DFN5 low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFN5",17919,5.14,"low","pre",20030,4.3,"11",1.08,"not_protected","ivbcg_dosecohort_processed.txt","DFN5_wkm4Pre_read1.fastq.gz","DFN5_wkm4Pre_read2.fastq.gz","M6",0
"DFR4_d2Pre",7.08876050245618,"DFR4_d2Pre","DFR4 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFR4",3818,6.39,"high","d2",329996,5.52,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DFR4_d2Pre_read1.fastq.gz","DFR4_d2Pre_read2.fastq.gz","M6",-0.378895300977969
"DFR4_wk12Pre",6.60608882725792,"DFR4_wk12Pre","DFR4 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFR4",3818,6.39,"high","wk12",329996,5.52,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DFR4_wk12Pre_read1.fastq.gz","DFR4_wk12Pre_read2.fastq.gz","M6",-0.861566976176223
"DFR4_wk2Pre",6.53731289256933,"DFR4_wk2Pre","DFR4 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFR4",3818,6.39,"high","wk2",329996,5.52,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DFR4_wk2Pre_read1.fastq.gz","DFR4_wk2Pre_read2.fastq.gz","M6",-0.930342910864815
"DFR4_wk4Pre",6.47152682545047,"DFR4_wk4Pre","DFR4 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFR4",3818,6.39,"high","wk4",329996,5.52,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DFR4_wk4Pre_read1.fastq.gz","DFR4_wk4Pre_read2.fastq.gz","M6",-0.996128977983672
"DFR4_wkm4Pre",7.46765580343415,"DFR4_wkm4Pre","DFR4 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFR4",3818,6.39,"high","pre",329996,5.52,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DFR4_wkm4Pre_read1.fastq.gz","DFR4_wkm4Pre_read2.fastq.gz","M6",0
"DFV9_d2Pre",6.85862116957399,"DFV9_d2Pre","DFV9 high dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFV9",4518,6.84,"high","d2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","DFV9_d2Pre_read1.fastq.gz","DFV9_d2Pre_read2.fastq.gz","M6",0.068598345849809
"DFV9_wk12Pre",6.58742574764005,"DFV9_wk12Pre","DFV9 high dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFV9",4518,6.84,"high","wk12",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","DFV9_wk12Pre_read1.fastq.gz","DFV9_wk12Pre_read2.fastq.gz","M6",-0.202597076084132
"DFV9_wk2Pre",6.24446005522973,"DFV9_wk2Pre","DFV9 high dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFV9",4518,6.84,"high","wk2",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","DFV9_wk2Pre_read1.fastq.gz","DFV9_wk2Pre_read2.fastq.gz","M6",-0.545562768494444
"DFV9_wk4Pre",6.2262716047543,"DFV9_wk4Pre","DFV9 high dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFV9",4518,6.84,"high","wk4",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","DFV9_wk4Pre_read1.fastq.gz","DFV9_wk4Pre_read2.fastq.gz","M6",-0.563751218969881
"DFV9_wkm4Pre",6.79002282372418,"DFV9_wkm4Pre","DFV9 high dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DFV9",4518,6.84,"high","pre",0,0,"0",0,"protected","ivbcg_dosecohort_processed.txt","DFV9_wkm4Pre_read1.fastq.gz","DFV9_wkm4Pre_read2.fastq.gz","M6",0
"DGFT_d2Pre",7.50943126055519,"DGFT_d2Pre","DGFT low dose IV BCG d2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGFT",18419,5.49,"low","d2",5205545,6.72,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DGFT_d2Pre_read1.fastq.gz","DGFT_d2Pre_read2.fastq.gz","M6",-0.0150019880876782
"DGFT_wk12Pre",6.90822928595863,"DGFT_wk12Pre","DGFT low dose IV BCG wk12","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGFT",18419,5.49,"low","wk12",5205545,6.72,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DGFT_wk12Pre_read1.fastq.gz","DGFT_wk12Pre_read2.fastq.gz","M6",-0.616203962684242
"DGFT_wk2Pre",7.392135950796,"DGFT_wk2Pre","DGFT low dose IV BCG wk2","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGFT",18419,5.49,"low","wk2",5205545,6.72,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DGFT_wk2Pre_read1.fastq.gz","DGFT_wk2Pre_read2.fastq.gz","M6",-0.132297297846868
"DGFT_wk4Pre",7.09522017181281,"DGFT_wk4Pre","DGFT low dose IV BCG wk4","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGFT",18419,5.49,"low","wk4",5205545,6.72,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DGFT_wk4Pre_read1.fastq.gz","DGFT_wk4Pre_read2.fastq.gz","M6",-0.429213076830056
"DGFT_wkm4Pre",7.52443324864287,"DGFT_wkm4Pre","DGFT low dose IV BCG pre","Macaca mulatta","Whole Blood","total RNA","paired-end","Illumina HiSeq 4000","DGFT",18419,5.49,"low","pre",5205545,6.72,"tntc",2,"not_protected","ivbcg_dosecohort_processed.txt","DGFT_wkm4Pre_read1.fastq.gz","DGFT_wkm4Pre_read2.fastq.gz","M6",0
